,Address,Area,Bathrooms,Possession,Price,Project Name,Rooms,Status
1805,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
1806,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
1807,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
1808,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
1809,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
1810,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
1811,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
1812,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
1813,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
1814,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
1815,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
1816,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
1817,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
1818,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
1819,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
1820,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
1821,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
1822,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
1823,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
1824,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
1825,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
1826,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
1827,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
1828,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
1829,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
1830,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
1831,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
1832,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
1833,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
1834,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
1835,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
1836,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
1837,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
1838,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
1839,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
1840,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
1841,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
1842,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
1843,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
1844,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
1845,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
1846,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
1847,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
1848,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
1849,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
1850,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
1851,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
1852,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
1853,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
1854,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
1855,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
1856,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
1857,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
1858,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
1859,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
1860,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
1861,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
1862,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
1863,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
1864,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
1865,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
1866,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
1867,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
1868,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
1869,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
1870,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
1871,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
1872,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
1873,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
1874,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
1875,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
1876,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
1877,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
1878,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
1879,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
1880,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
1881,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
1882,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
1883,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
1884,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
1885,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
1886,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
1887,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
1888,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
1889,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
1890,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
1891,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
1892,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
1893,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
1894,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
1895,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
1896,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
1897,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
1898,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
1899,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
1900,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
1901,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
1902,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
1903,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
1904,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
1905,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
1906,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
1907,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
1908,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
1909,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
1910,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
1911,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
1912,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
1913,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
1914,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
1915,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
1916,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
1917,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
1918,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
1919,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
1920,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
1921,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
1922,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
1923,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
1924,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
1925,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
1926,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
1927,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
1928,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
1929,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
1930,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
1931,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
1932,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
1933,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
1934,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
1935,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
1936,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
1937,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
1938,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
1939,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
1940,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
1941,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
1942,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
1943,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
1944,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
1945,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
1946,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
1947,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
1948,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
1949,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
1950,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
1951,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
1952,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
1953,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
1954,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
1955,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
1956,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
1957,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
1958,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
1959,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
1960,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
1961,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
1962,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
1963,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
1964,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
1965,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
1966,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
1967,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
1968,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
1969,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
1970,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
1971,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
1972,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
1973,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
1974,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
1975,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
1976,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
1977,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
1978,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
1979,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
1980,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
1981,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
1982,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
1983,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
1984,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
1985,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
1986,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
1987,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
1988,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
1989,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
1990,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
1991,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
1992,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
1993,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
1994,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
1995,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
1996,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
1997,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
1998,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
1999,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2000,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2001,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2002,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2003,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2004,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2005,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2006,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2007,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
